0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
0.000e+00	0.000e+00	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	4.725e+00	4.725e+00	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09	1.473e-09
0.000e+00	0.000e+00	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09	2.666e-09
0.000e+00	0.000e+00	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09	4.072e-09
0.000e+00	0.000e+00	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09	5.528e-09
0.000e+00	0.000e+00	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09	7.035e-09
0.000e+00	0.000e+00	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09	8.594e-09
0.000e+00	0.000e+00	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08	1.021e-08
0.000e+00	0.000e+00	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08	1.187e-08
0.000e+00	0.000e+00	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08	1.359e-08
